4f8e5b81e80eb0e420091588 2 1----Employment----TITLE.HEAD.HTML.#document	ratemyprofessorscom:1 univers:1 california:1 satish:1 rao:1 berkelei:1	||	Satish Rao - University of California Berkeley - RateMyProfessors.com	##true@@false$$		||	ORGANIZATION: University of California Berkeley; 	LOCATION: RateMyProfessors.com; 	NOUN: Satish Rao; University; California Berkeley; RateMyProfessors.com; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 77----Others----#text.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	coauthor:1 profil:1	||	Profiled Coauthors	##false@@false$$		||	NOUN: Profiled Coauthors; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 78----Others----#text.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	share:1 pub:1	||	Shared Pub.	##false@@false$$		||	NOUN: Pub; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 79----Others----#text.P.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	coauthor:1 list:1 applic:1 profil:1 section:1	||	This section lists coauthors who are profiled in this application.	##false@@false$$		||	NOUN: section lists coauthors; application; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 80----Others----#text.A.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	kim:1 jun:1 seung:1	||	Seung Jun Kim	##false@@true$$		||	PERSON: Seung Jun Kim; 	NOUN: Seung Jun Kim; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 82----Others----#text.A.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	xiaodong:1 cai:1	||	Xiaodong Cai	##false@@true$$		||	PERSON: Xiaodong Cai; 	NOUN: Xiaodong Cai; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 84----Others----#text.A.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	sidiropoulo:1 nikolao:1	||	Nikolaos Sidiropoulos	##false@@true$$		||	PERSON: Nikolaos Sidiropoulos; 	NOUN: Nikolaos Sidiropoulos; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 86----Others----#text.A.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	emiliano:1	||	Emiliano Dall'Anese	##false@@true$$		||	PERSON: Emiliano Dall; 	NOUN: Emiliano Dall; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 88----Others----#text.A.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	quan:1 luo:1 zhi:1	||	Zhi-Quan Luo	##false@@true$$		||	PERSON: Zhi-Quan Luo; 	NOUN: Zhi-Quan Luo; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 90----Others----#text.A.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	roumelioti:1 stergio:1	||	Stergios Roumeliotis	##false@@true$$		||	PERSON: Stergios Roumeliotis; 	NOUN: Stergios Roumeliotis; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 92----Others----#text.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	coauthor:1 profil:1 non:1	||	Non-Profiled Coauthors	##false@@false$$		||	NOUN: Coauthors; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 93----Others----#text.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	share:1 pub:1	||	Shared Pub.	##false@@false$$		||	NOUN: Pub; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 94----Others----#text.P.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	coauthor:1 list:1 applic:1 profil:1 section:1	||	This section lists coauthors who are not profiled in this application.	##false@@false$$		||	NOUN: section lists coauthors; application; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 95----Others----#text.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	zhou:1 shengli:1	||	Shengli Zhou	##false@@false$$		||	NOUN: Shengli Zhou; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 97----Others----#text.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	alejandro:1 ribeiro:1	||	Alejandro Ribeiro	##false@@false$$		||	PERSON: Alejandro Ribeiro; 	NOUN: Alejandro Ribeiro; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 99----Others----#text.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	xin:1 wang:1	||	Xin Wang	##false@@false$$		||	NOUN: Xin Wang; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 101----Others----#text.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	scaglion:1 anna:1	||	Anna Scaglione	##false@@false$$		||	PERSON: Anna Scaglione; 	NOUN: Anna Scaglione; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 103----Others----#text.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	ma:1 xiaoli:1	||	Xiaoli Ma	##false@@false$$		||	NOUN: Xiaoli Ma; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 105----Others----#text.DIV.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	barbarossa:1 sergio:1	||	Sergio Barbarossa	##false@@false$$		||	PERSON: Sergio Barbarossa; 	NOUN: Sergio Barbarossa; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 107----Others----#text.A.DIV.DIV.DIV.BODY.HTML.#document	expert:1 condit:1 bv:1 contact:1 statement:1 scival:2 reserv:1 trademark:1 term:1 sa:1 privaci:1 regist:1 elsevi:2 properti:1 right:1	||	2013	##false@@false$$	Elsevier B.V	##false@@true$$	All rights reserved. SciVal is a registered trademark of Elsevier Properties SA	##false@@false$$	About SciVal Experts	##false@@true$$	Terms and conditions	##false@@true$$	Privacy statement	##false@@true$$	Contact	##false@@true$$		||	ORGANIZATION: Elsevier Properties SA; 	DATE: 2013; 	NOUN: Elsevier B.V All rights; SciVal; trademark; Elsevier Properties SA; SciVal Experts Terms; conditions Privacy statement Contact; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 3 108----Others----#text.DIV.DIV.DIV.DIV.BODY.HTML.#document	site:1 declin:1 page:1 set:1 cooki:2 learn:1 visit:1	||	Cookies are set by this site. To decline them or learn more, visit our	##false@@false$$	Cookies	##false@@true$$	page.	##false@@false$$		||	NOUN: Cookies; site; Cookies page; 	||	##true@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 0 1----Others----TITLE.HEAD.HTML.#document	home:1 giannnaki:1 page:1 georgio:1	||	Georgios B. Giannnakis: Home Page	##true@@false$$		||	PERSON: Georgios B. Giannnakis; 	NOUN: Georgios B. Giannnakis; Home Page; 	||	##true@@true$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 0 2----Employment----#text.P.DIV.DIV.BODY.HTML.#document	engr:1 comput:1 dept:1 electr:1	||	Dept. of Electrical and Computer Engr.	##false@@false$$		||	ORGANIZATION: Dept. of Electrical and Computer Engr; 	NOUN: Dept.; Computer Engr; 	||	##true@@true$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 0 3----Employment----#text.P.DIV.DIV.BODY.HTML.#document	minnesota:1 univers:1	||	University of Minnesota	##false@@false$$		||	ORGANIZATION: University of Minnesota; 	NOUN: University; Minnesota; 	||	##true@@true$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 0 4----Address----#text.P.DIV.DIV.BODY.HTML.#document	street:1 union:1 se:1	||	200 Union Street SE	##false@@false$$		||	ORGANIZATION: Union Street SE; 	NOUN: Union Street SE; 	||	##true@@true$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 0 5----Address----#text.P.DIV.DIV.BODY.HTML.#document	mn:1 minneapoli:1	||	Minneapolis, MN 55455	##false@@false$$		||	LOCATION: Minneapolis; 	NOUN: Minneapolis; MN; 	||	##true@@true$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 0 6----Phone----#text.P.DIV.DIV.BODY.HTML.#document	tel:1	||	Tel: (612) 626-7781	##false@@false$$		||	NOUN: Tel; -LRB-612-RRB- 626-7781; 	||	##true@@true$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 0 7----Fax----#text.P.DIV.DIV.BODY.HTML.#document	fax:1	||	Fax: (612) 625-4583	##false@@false$$		||	NOUN: Fax; -LRB-612-RRB- 625-4583; 	||	##true@@true$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 1 1----Others----#text.H2.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	spincom:1 contact:1	||	Contact SPINCOM	##true@@false$$		||	NOUN: Contact SPINCOM; 	||	##false@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 1 2----Employment----#text.A.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	giannaki:1 georgio:1 professor:1	||	Professor	##false@@false$$	Georgios B. Giannakis	##false@@true$$		||	PERSON: Georgios B. Giannakis; 	NOUN: Professor Georgios B. Giannakis; 	||	##false@@false$$	||	##false@@false$$
4f8e5b50e80eb0e49eec1488 1 3----Research----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	telecommun:1 chair:1 wireless:1 adc:1	||	ADC Chair in Wireless Telecommunications	##false@@false$$		||	ORGANIZATION: ADC Chair in Wireless Telecommunications; 	NOUN: ADC Chair; Wireless Telecommunications; 	||	##false@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 4 1----Others----#text.A.LI.UL.LI.UL.SPAN.ARTICLE.SECTION.DIV.DIV.BODY.HTML.#document	ulc:1	||	ULCS-10-010	##false@@true$$		||	NOUN: ULCS-10-010; 	||	##false@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 4 2----Others----#text.LI.UL.LI.UL.SPAN.ARTICLE.SECTION.DIV.DIV.BODY.HTML.#document	piotr:1 krysta:1 sandholm:1 michalak:1 tuoma:1 wooldridg:1 michael:1 tomasz:1	||	Piotr Krysta, Tomasz Michalak, Tuomas Sandholm and Michael Wooldridge	##false@@false$$		||	ORGANIZATION: Tuomas Sandholm; 	PERSON: Piotr Krysta; Tomasz Michalak; Michael Wooldridge; 	NOUN: Piotr Krysta; Tomasz Michalak; Tuomas Sandholm; Michael Wooldridge; 	||	##false@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 4 3----Research----#text.A.LI.UL.LI.UL.SPAN.ARTICLE.SECTION.DIV.DIV.BODY.HTML.#document	auction:1 basic:1 extern:1 languag:1 properti:1 combinatori:1 bid:1	||	Combinatorial Auctions with Externalities: Basic Properties and Bidding Languages	##false@@true$$		||	NOUN: Auctions; Externalities; Properties; Bidding Languages; 	||	##false@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 4 5----Others----#text.A.LI.UL.LI.UL.SPAN.ARTICLE.SECTION.DIV.DIV.BODY.HTML.#document	ulc:1	||	ULCS-9-014	##false@@true$$		||	NOUN: ULCS-9-014; 	||	##false@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 4 6----Others----#text.LI.UL.LI.UL.SPAN.ARTICLE.SECTION.DIV.DIV.BODY.HTML.#document	der:1 van:1 wieb:1 wooldridg:1 michael:1 ji:1 ruan:1 hoek:1	||	Ji Ruan, Wiebe van der Hoek and Michael Wooldridge	##false@@false$$		||	PERSON: Ji Ruan; Wiebe van der Hoek; Michael Wooldridge; 	NOUN: Ji Ruan; Wiebe van der Hoek; Michael Wooldridge; 	||	##false@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 4 7----Research----#text.A.LI.UL.LI.UL.SPAN.ARTICLE.SECTION.DIV.DIV.BODY.HTML.#document	mocha:1 model:1 check:1 gdl:1 case:1 studi:1	||	Model Checking GDL through MOCHA: A Case Study	##false@@true$$		||	NOUN: Model Checking GDL; MOCHA; A Case Study; 	||	##false@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 1----Employment----TITLE.HEAD.HTML.#document	unit:1 kingdom:1 univers:1 depart:1 liverpool:1 wooldridg:1 michael:1 comput:1 scienc:1	||	Michael Wooldridge, Department of Computer Science, University of Liverpool, United Kingdom	##true@@false$$		||	ORGANIZATION: Department of Computer Science; University of Liverpool; 	PERSON: Michael Wooldridge; 	LOCATION: United Kingdom; 	NOUN: Michael Wooldridge; Department; Computer Science; University; Liverpool; United Kingdom; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 2----Others----#text.SPAN.P.DIV.BODY.HTML.#document	csce:1	||	CSCE 496/896	##false@@false$$		||	ORGANIZATION: CSCE; 	NOUN: CSCE; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 3----Presentation----#text.SPAN.P.DIV.BODY.HTML.#document	seminar:1 assign:1	||	Seminar Assignment	##false@@false$$		||	NOUN: Seminar Assignment; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 4----Others----#text.SPAN.P.DIV.BODY.HTML.#document	novemb:1	||	November 19, 2002	##false@@false$$		||	DATE: 2002; 	NOUN: November; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 5----Others----#text.SPAN.P.DIV.DIV.BODY.HTML.#document	introduct:1	||	Introduction	##false@@false$$		||	NOUN: Introduction; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 6----Presentation----#text.P.DIV.BODY.HTML.#document	assign:1 let:1 paper:1 answer:1 learn:2 particip:1 good:1 object:1 present:2 seminar:2 requir:1 question:2 group:1 ask:1	||	The objective of this assignment is to let every group (1) learn to present a paper well and (2) learn to participate in a seminar well.	##false@@false$$	So it is more than a presentation.	##false@@false$$	It is a seminar where you are required to ask good questions and answer questions well.	##false@@false$$		||	NOUN: objective; assignment; group; paper; seminar; presentation; seminar; questions; questions; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 7----Others----#text.SPAN.P.DIV.DIV.BODY.HTML.#document	setup:1	||	Setup	##false@@false$$		||	NOUN: Setup; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 8----Others----#text.P.DIV.BODY.HTML.#document	other:1 post:1 paper:3 like:1 board:1 must:1 sign:2 differ:1 present:4 pleas:1 outsid:1 offic:1 name:1 bulletin:1 choos:1 sooner:1 group:2 want:1 sheet:1	||	I will post a sheet on the bulletin board outside my office.	##false@@false$$	Please sign up with your group name and the paper that you choose to present.	##false@@false$$	Every group must present a different paper from the others.	##false@@false$$	So, the sooner you sign up, the more likely you will get to present the papers that you want to present.	##false@@false$$		||	NOUN: sheet; bulletin board; office; group name; paper; group; paper; others; papers; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 9----Others----#text.P.DIV.BODY.HTML.#document	grade:1	||	Grading:	##false@@false$$		||	NOUN: Grading; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 10----Others----#text.P.DIV.BODY.HTML.#document	summari:1 paper:1	||	(1) 40% Summary of Paper	##false@@false$$		||	NOUN: % Summary; Paper; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 11----Others----#text.P.DIV.BODY.HTML.#document	present:1 time:1 organ:1 manag:1 etc:1 pois:1 flow:1	||	(2) 15% Organization (Time management, flow of presentation, poise, etc.)	##false@@false$$		||	NOUN: % Organization; Time management; flow; presentation; poise; etc.; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 12----Others----#text.P.DIV.BODY.HTML.#document	conclus:1 etc:1 insight:1 comparison:1	||	(3) 20% Conclusions (Comparisons, insights, etc.)	##false@@false$$		||	NOUN: % Conclusions; Comparisons; insights; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 13----Others----#text.P.DIV.BODY.HTML.#document	particip:1	||	(4) 25% Q&A and Participation	##false@@false$$		||	NOUN: % Q&A; Participation; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 14----Others----#text.SPAN.P.DIV.DIV.BODY.HTML.#document	paper:1	||	Papers	##false@@false$$		||	NOUN: Papers; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 15----Presentation----#text.P.DIV.BODY.HTML.#document	result:1 gener:2 paper:5 strongli:1 copi:1 resourc:1 requir:1 encourag:1 electron:1 choos:2 comprehens:1 question:1 handout:1 want:1 follow:2 categori:2 let:1 class:1 list:1 dai:1 know:1 agent:1 seminar:1 gave:1 ask:1	||	You are required to choose one of the following papers.	##false@@false$$	I have the electronic copies of the following papers.	##false@@false$$	If you want one, let me know.	##false@@false$$	You are	##false@@false$$	strongly encouraged	##true@@false$$	to choose a paper from the categories C-F.	##false@@false$$	A paper from categories A or B is generally very comprehensive and your seminar will be as a result too general and many questions will be asked.	##false@@false$$	By the way, these papers are on the list of Agent Resources (Handout 1) that I gave out on the first day of this class.	##false@@false$$		||	ORGANIZATION: Agent Resources; 	NOUN: papers; copies; papers; paper; categories C-F; paper; categories; B; seminar; result; questions; way; papers; list; Agent Resources; Handout; day; class; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 16----Others----#text.B.P.DIV.BODY.HTML.#document	agent:1	||	Agents	##true@@false$$		||	NOUN: Agents; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 17----Others----#text.SPAN.P.DIV.BODY.HTML.#document	softwar:1 acm:1 pdf:1 commun:1 agent:1 ketchpel:1 genesereth:1	||	A1.	##false@@false$$	Genesereth, M. R. and S. P. Ketchpel (1994).	##false@@false$$	Software Agents,	##false@@false$$	Communications of the ACM	##true@@false$$	, 37(7):48-53. (geneserethketchpel1994.pdf)	##false@@false$$		||	PERSON: M. R.; S. P. Ketchpel; 	DATE: 1994; 	NOUN: A1; Genesereth; M. R.; S. P. Ketchpel; Software Agents; Communications; ACM; geneserethketchpel1994; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 18----Others----#text.SPAN.P.DIV.BODY.HTML.#document	softwar:1 overview:1 pdf:1 knowledg:1 engin:1 hwana:1 agent:1 review:1	||	A2.	##false@@false$$	Hwana, H. S. (1996).	##false@@false$$	Software Agents: An Overview,	##false@@false$$	Knowledge Engineering Review	##true@@false$$	, 11(3):1-40. (nwana1996.pdf)	##false@@false$$		||	ORGANIZATION: Knowledge Engineering Review; 	PERSON: Hwana; 	DATE: 1996; 	NOUN: A2; Hwana; H. S.; Software Agents; Overview; Knowledge Engineering Review; nwana1996; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 19----Research----#text.SPAN.P.DIV.BODY.HTML.#document	autonom:1 system:1 sycara:1 wooldridg:1 jen:1 multi:1 roadmap:1 develop:1 research:1 agent:3 ps:1	||	A3.	##false@@false$$	Jennings, N. R., K. Sycara, and M. Wooldridge (1998).	##false@@false$$	A Roadmap of Agent Research and Development,	##false@@false$$	Autonomous Agents and Multi-Agent Systems	##true@@false$$	, 1(1):275-306.	##false@@false$$	(jenningsetal1998.ps)	##false@@false$$		||	ORGANIZATION: Roadmap of Agent Research and Development; 	PERSON: Jennings; N. R.; K. Sycara; M. Wooldridge; 	DATE: 1998; 	NOUN: A3; Jennings; N. R.; K. Sycara; M. Wooldridge; Roadmap; Agent Research; Development; Autonomous Agents; Multi-Agent Systems; jenningsetal1998; ps; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 20----Research----#text.SPAN.P.DIV.BODY.HTML.#document	pdf:1 wooldridg:1 knowledg:1 jen:1 engin:1 practic:1 intellig:1 theori:1 agent:1 review:1	||	A4.	##false@@false$$	Wooldridge, M. and N. R. Jennings (1995).	##false@@false$$	Intelligent Agents: Theory and Practice,	##false@@false$$	Knowledge Engineering Review	##true@@false$$	, 10(2):115-152. (wooldridgejennings1995.pdf)	##false@@false$$		||	ORGANIZATION: Practice; Knowledge Engineering Review; 	PERSON: Wooldridge; N. R. Jennings; 	DATE: 1995; 	NOUN: A4; Wooldridge; M.; N. R. Jennings; Agents; Theory; Practice; Knowledge Engineering Review; wooldridgejennings1995; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 21----Others----#text.SPAN.H1.DIV.BODY.HTML.#document	system:1 multiag:1	||	Multiagent Systems	##false@@false$$		||	NOUN: Multiagent Systems; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 22----Others----#text.SPAN.P.DIV.BODY.HTML.#document	artifici:1 agenthood:1 singh:1 ppli:1 pdf:1 treatment:1 intellig:1 multiag:1 huhn:1	||	B1.	##false@@false$$	Huhns, M. N. and M. P. Singh (1999).	##false@@false$$	A Multiagent Treatment of Agenthood, A	##false@@false$$	pplied Artificial Intelligence,	##true@@false$$	13(1-2):3-10.	##false@@false$$	(hughsingh1999.pdf)	##false@@false$$		||	ORGANIZATION: Multiagent Treatment of Agenthood; 	PERSON: M. N.; M. P. Singh; 	DATE: 1999; 	NOUN: B1; Huhns; M. N.; M. P. Singh; Treatment; Agenthood; A; Artificial Intelligence; hughsingh1999; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 23----Others----#text.SPAN.P.DIV.BODY.HTML.#document	coordin:1 system:1 convent:1 commit:1 pdf:1 knowledg:1 jen:1 engin:1 multi:1 agent:1 foundat:1 review:1	||	B2.	##false@@false$$	Jennings, N. R. (1993). Commitments and Conventions: The Foundation of Coordination in Multi-Agent Systems,	##false@@false$$	The Knowledge Engineering Review	##true@@false$$	, 8(3):223-250.	##false@@false$$	(jennings1993.pdf)	##false@@false$$		||	ORGANIZATION: N. R.; The Knowledge Engineering Review; 	PERSON: Jennings; 	DATE: 1993; 	NOUN: B2; Jennings; N. R.; Commitments; Conventions; Foundation; Coordination; Multi-Agent Systems; Knowledge Engineering Review; jennings1993; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 24----Others----#text.SPAN.P.DIV.BODY.HTML.#document	artifici:1 model:1 pdf:1 decis:1 intellig:1 problem:1 team:1 analyz:1 research:1 multiag:1 pynadath:1 journal:1 teamwork:1 tamb:1 commun:1 theori:1	||	B3.	##false@@false$$	Pynadath, D. and M. Tambe (2002).	##false@@false$$	The Communicative Multiagent Team Decision Problem: Analyzing Teamwork Theories and Models,	##false@@false$$	Journal of Artificial Intelligence Research	##true@@false$$	, 1(6):389-423.	##false@@false$$	(pynadathtambe2002.pdf)	##false@@false$$		||	ORGANIZATION: Journal of Artificial Intelligence Research; 	PERSON: Pynadath; M. Tambe; 	DATE: 2002; 	NOUN: B3; Pynadath; D.; M. Tambe; Team Decision Problem; Analyzing Teamwork Theories; Models; Journal; Artificial Intelligence Research; pynadathtambe2002; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 25----Others----#text.SPAN.P.DIV.BODY.HTML.#document	ai:1 system:1 sycara:1 pdf:1 magazin:1 multiag:1	||	B4.	##false@@false$$	Sycara, K. (1998). Multiagent Systems,	##false@@false$$	AI Magazine	##true@@false$$	, 19(2):79-92.	##false@@false$$	(katia1998.pdf)	##false@@false$$		||	ORGANIZATION: AI Magazine; 	DATE: 1998; 	NOUN: B4; Sycara; K.; Multiagent Systems; AI Magazine; katia1998; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 26----Others----#text.SPAN.P.DIV.BODY.HTML.#document	expert:1 pannu:1 ieee:1 williamson:1 sycara:1 pdf:1 decker:1 intellig:1 distribut:1 zeng:1 agent:1	||	B5.	##false@@false$$	Sycara, K., K. Decker, A. Pannu, M. Williamson, and D. Zeng (1996).	##false@@false$$	Distributed Intelligent Agents,	##false@@false$$	IEEE Expert	##true@@false$$	, 11(6):36-46.	##false@@false$$	(sycaraetal1996.pdf)	##false@@false$$		||	PERSON: K. Decker; A. Pannu; M. Williamson; 	DATE: 1996; 	LOCATION: Sycara; 	NOUN: B5; Sycara; K.; K. Decker; A. Pannu; M. Williamson; D. Zeng; Agents; IEEE Expert; sycaraetal1996; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 27----Research----#text.SPAN.P.DIV.BODY.HTML.#document	artifici:1 journal:1 teamwork:1 toward:1 pdf:1 tamb:1 intellig:1 research:1 flexibl:1	||	B6.	##false@@false$$	Tambe, M. (1997).	##false@@false$$	Towards Flexible Teamwork,	##false@@false$$	Journal of Artificial Intelligence Research	##true@@false$$	, 7:83-124.	##false@@false$$	(tambe1997.pdf)	##false@@false$$		||	ORGANIZATION: Journal of Artificial Intelligence Research; 	DATE: 1997; 	NOUN: B6; Tambe; M.; Flexible Teamwork; Journal; Artificial Intelligence Research; tambe1997; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 28----Others----#text.SPAN.H1.DIV.BODY.HTML.#document	negoti:1 cooper:1	||	Negotiations and Cooperation	##false@@false$$		||	NOUN: Negotiations; Cooperation; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 29----Others----#text.SPAN.P.DIV.BODY.HTML.#document	trend:1 pdf:1 knowledg:1 distribut:1 data:1 engin:1 problem:1 lesser:1 corkil:1 solv:1 cooper:1 ieee:1 transact:1 durfe:1	||	C1.	##false@@false$$	Durfee, E. H., V. R. Lesser, and D. D. Corkill (1989).	##false@@false$$	Trends in Cooperative Distributed Problem Solving,	##false@@false$$	IEEE Transactions on Knowledge and Data	##true@@false$$	Engineering, 1(1):63-83. (durfeeetal1989.pdf)	##false@@false$$		||	ORGANIZATION: Data Engineering; 	PERSON: Durfee; E. H.; V. R. Lesser; D. D. Corkill; 	DATE: 1989; 	NOUN: C1; Durfee; E. H.; V. R. Lesser; D. D. Corkill; Trends; Cooperative; Problem; IEEE Transactions; Knowledge; Data Engineering; durfeeetal1989; pdf; 	||	##true@@false$$	||	##false@@false$$
4f8e5b6ae80eb0e473011588 3 30----Others----#text.SPAN.P.DIV.BODY.HTML.#document	autonom:2 negoti:1 decis:1 int:1 pdf:1 robot:1 agent:1 function:1 journal:1 system:1 jen:1 sierra:1 faratin:1	||	C2.	##false@@false$$	Faratin, P., C. Sierra, and N. R. Jennings (1998).	##false@@false$$	Negotiation Decision Functions for Autonomous Agents,	##false@@false$$	Int. Journal of Robotics and Autonomous Systems	##true@@false$$	, 24(3-4):159-182. (faratinetal1998.pdf)	##false@@false$$		||	ORGANIZATION: Journal of Robotics; Autonomous Systems; 	PERSON: Faratin; C. Sierra; N. R. Jennings; 	DATE: 1998; 	NOUN: C2; Faratin; P.; C. Sierra; N. R. Jennings; Negotiation Decision Functions; Autonomous Agents; Int; Journal; Robotics; Autonomous Systems; faratinetal1998; pdf; 	||	##true@@false$$	||	##false@@false$$
