-1763063096 2 1----Price----#text.P.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	increas:1 car:2 hp:1 pair:1 xl:2 camri:2 automat:1 transmiss:1 toyota:1 version:1 six:1 mode:1 level:1 order:1 basic:1 full:1 graduat:1 luxuri:1 trim:1 avalon:3 lineup:1 limit:1 liter:1 consist:1 speed:1 choic:1 list:1 us:1 offer:1 size:1 manual:1 powertrain:1 price:1 fact:1 stretch:1 previou:1 shift:1	||	Toyota s Avalon is a full-size car for those who have graduated from the Camry. In fact, the Avalon is basically a stretched version of the previous Camry and uses that car s 268-hp, 3.5-liter V-6 paired with a six-speed automatic transmission with manual shift mode. No other powertrain choices are offered. For 2009, the Avalon lineup consists of three trim levels: XL, XLS, and Limited, listed in order of increasing luxury and price.	##false@@false$$		||	ORGANIZATION: Toyota; Avalon; XLS; 	DATE: 2009; 	NOUN: Toyota; Avalon; car; Camry; fact; Avalon; version; Camry; car s; V-6; transmission; shift mode; powertrain choices; Avalon lineup; levels; XL; XLS; Limited; order; luxury; price; 	||	##true@@false$$	||	##false@@false$$
2116344913 11 13----Safety----#text.P.SPAN.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	warn:1 littl:1 car:1 tester:1 can:1 grill:1 rl:1 possibl:1 radar:1 unnerv:1 though:1 power:1 driver:1 brake:1 mitig:1 collis:2 detect:1 audio:1 alert:1 behind:1 transmitt:1 instanc:1 cmb:2 system:1 visual:1 mount:1 sound:1 featur:1 thing:1	||	Some things on the car can be a little unnerving, though. Take the Collision Mitigation Braking System (CMBS) for instance. Featured on my tester, CMBS is powered by a radar transmitter mounted behind the RL s grille. If it detects a possible collision, it will sound audio and visual alerts to warn the driver.	##false@@false$$		||	ORGANIZATION: Collision Mitigation Braking System; CMBS; RL; 	NOUN: things; car; Collision Mitigation Braking System; CMBS; instance; tester; CMBS; radar transmitter; RL; grille; collision; driver; 	||	##true@@false$$	||	##false@@false$$
2116344913 11 14----Safety----#text.P.SPAN.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	warn:1 scratch:1 feel:1 realli:1 don:1 strangest:1 automat:1 begin:1 cmb:1 seat:1 belt:1 driver:1 heed:1 didn:1 light:1 brake:1 tug:1	||	Or, if you don t heed the warnings (like I didn t and not a scratch on me!) CMBS will begin light braking and automatically tug at the driver s seat belt. Really. It s the strangest feeling.	##false@@false$$		||	ORGANIZATION: CMBS; 	NOUN: t; warnings; t; scratch; CMBS; tug; driver; seat belt; feeling; 	||	##true@@false$$	||	##false@@false$$
2116344913 11 15----Safety----#text.P.SPAN.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	front:1 third:1 automat:1 appli:1 help:1 seat:1 strong:1 tighten:1 belt:1 reduc:1 forc:1 step:1 collis:2 unavoid:1 brake:1	||	Third step? If a collision is unavoidable, the front seat belts tighten, and strong braking is automatically applied to help reduce the collision force.	##false@@false$$		||	NOUN: step; collision; seat belts; collision force; 	||	##true@@false$$	||	##false@@false$$
2116344913 11 16----Price----#text.P.SPAN.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	cmb:1 control:1 system:1 packag:1 rl:1 come:1 cruis:1 activ:1 part:1 technolog:1 option:1 acc:1	||	CMBS comes as part of the Active Cruise Control (ACC) system, optional on RLs with the Technology Package for 3,800.	##false@@false$$		||	ORGANIZATION: CMBS; Active Cruise Control; 	NOUN: CMBS; part; Cruise Control; ACC; system; RLs; Technology Package; 	||	##true@@false$$	||	##false@@false$$
2116344913 11 17----Verdict----#text.H2.SPAN.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	verdict:1	||	THE VERDICT	##true@@false$$		||	NOUN: VERDICT; 	||	##true@@false$$	||	##false@@false$$
2116344913 11 18----Price----#text.P.SPAN.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	look:1 car:2 balanc:1 cheapest:1 rl:2 xdrive:1 isn:1 nice:1 class:1 re:1 els:1 badg:1 snob:1 subdivis:1 everyon:1 power:1 bmw:1 effici:1 bui:1 worth:1	||	I like the RL. If you re a badge snob, buy the BMW 535i xDrive for 6,000 more and be like everyone else in your subdivision. The RL isn t the cheapest car in its class and it s not the most powerful, or the most efficient, but it is such a nicely balanced car that it s worth a look.	##false@@false$$		||	ORGANIZATION: RL; RL; 	NOUN: RL; badge snob; BMW 535i xDrive; everyone; subdivision; RL isn t; car; class; car; look; 	||	##true@@false$$	||	##false@@false$$
2116344913 11 19----Others----#text.P.SPAN.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	car:2 look:1 hate:1 can:1 rl:1 relax:1 technolog:1 modern:1 mai:1 sore:1 stand:1 bui:1 luxuri:1 thumb:1	||	I, for one, hate when technology stands out in modern cars like a sore thumb. The RL may look like one, but it s the most relaxing luxury car you can buy.	##false@@false$$		||	ORGANIZATION: RL; 	NOUN: hate; technology; cars; thumb; RL; luxury car; 	||	##true@@false$$	||	##false@@false$$
2116344913 3 2----Price----#text.SPAN.DIV.SPAN.DIV.DIV.DIV.DIV.DIV.DIV.FORM.BODY.HTML.#document	mpg:1 price:1 test:1 engin:1 combin:1 economi:1 fuel:1 none:1 hwy:1 citi:1 option:1	||	Price as tested: 54,860	##false@@false$$	Options: None	##false@@false$$	Fuel Economy: 16 / 22 / 18 mpg (city/hwy/combined)	##false@@false$$	Engine:	##false@@false$$		||	NOUN: Price; Options; None Fuel Economy; mpg; Engine; 	||	##true@@false$$	||	##false@@false$$
2116344913 9 1----DriveRide----#text.P.DIV.DIV.DIV.DIV.BODY.HTML.#document	gener:1 rl:3 engin:1 perform:2 acura:1 passeng:1 norm:1 style:1 alwai:1 combin:1 power:1 namepl:1 luxuri:1 conveni:1 follow:1 redesign:1 inventori:1 conserv:1 origin:1 radic:1 technolog:1 flagship:1 degre:1 sedan:2 legend:2 comfort:1 replac:1 tough:1 alphabet:1 mid:1 act:1 design:1	||	A Legend is a tough act to follow, but that's what the first RL did in mid-1996 when Acura replaced its original Legend nameplate with the alphabetic designator. As Acura's flagship luxury-performance sedan, the RL has always combined a high degree of technology, both for passenger comfort and convenience and performance, with the most powerful V6 engine in the company's sedan inventory. Conservative styling was the norm, until a radical 2005 redesign. Now there is a new generation of RL.	##false@@false$$		||	ORGANIZATION: RL; Acura; Acura; RL; RL; 	DATE: 2005; 	NOUN: Legend; act; RL; mid-1996; Acura; Legend nameplate; designator; Acura; flagship luxury-performance sedan; RL; degree; technology; passenger comfort; convenience; performance; V6 engine; company; sedan inventory; styling; norm; redesign; generation; RL; 	||	##true@@false$$	||	##false@@false$$
2116344913 9 2----Verdict----#text.P.DIV.DIV.DIV.DIV.BODY.HTML.#document	equip:1 tm:1 grill:1 possibl:1 newest:1 acura:1 torqu:2 expect:1 upgrad:1 although:1 level:1 drive:2 power:1 luxuri:1 collis:2 plu:1 control:1 liter:1 awd:2 get:1 art:1 told:1 circumst:1 sh:2 elimin:1 cmb:1 system:3 better:1 corpor:1 bodywork:1 warn:1 characterist:1 increas:1 cabin:1 call:1 displac:1 can:3 wheel:2 appoint:1 state:1 engin:1 automat:1 transmiss:1 version:1 predecessor:1 electron:1 easili:1 horsepow:1 driver:1 immedi:1 initi:1 brake:2 mitig:1 plenum:1 safeti:1 standard:1 speed:1 tech:1 stabil:1 handl:1 suspens:1 revis:1 steer:2 insid:1 improv:2 previou:1 modif:1	||	It can be most easily told from its immediate predecessor by the newest version of the corporate grille, called "power plenum" by Acura, although there are further modifications to bodywork. Inside are all of the luxury appointments expected, plus state-of-the-art cabin electronics. The V6 engine now displaces 3.7 liters, up from the previous 3.5, for increased horsepower and torque. As before, that gets to all four wheels through a five-speed automatic transmission and Acura's high-tech "SH-AWD" all-wheel drive system, all the better to eliminate torque steer and improve control, stability, and handling. Driving characteristics are improved by revisions to the steering and to the suspension, and the SH-AWD system. A high level of standard safety equipment can be upgraded with the Collision Mitigation Braking System (CMBS(tm)), which can warn the driver of the possibility of a collision and, in some circumstances, initiate braking.	##false@@false$$		||	ORGANIZATION: Acura; Collision Mitigation Braking System; 	NOUN: predecessor; version; grille; power plenum; Acura; modifications; bodywork; luxury appointments; cabin electronics; V6 engine; liters; horsepower; torque; wheels; transmission; Acura; SH-AWD; drive system; torque; control; stability; handling; characteristics; revisions; steering; suspension; SH-AWD system; level; safety equipment; Collision Mitigation Braking System; CMBS; tm; driver; possibility; collision; circumstances; 	||	##true@@false$$	||	##false@@false$$
2116344913 9 3----Verdict----#text.P.DIV.DIV.DIV.DIV.BODY.HTML.#document	equip:1 interior:2 phone:1 wood:1 acura:1 time:1 upgrad:1 weather:1 sens:1 light:1 option:1 custom:1 control:2 awd:1 number:1 sh:1 cmb:2 inform:1 system:5 traffic:1 sedan:1 packag:3 sound:1 gp:2 connect:1 rl:1 minimum:1 engin:1 fare:1 adapt:1 surround:1 add:2 navig:1 activ:1 aforement:1 real:2 bose:1 cruis:1 trim:1 brake:1 safeti:1 rearview:1 includ:1 audio:1 standard:1 acuralink:1 camera:1 front:1 offer:1 solar:1 technolog:2 climat:1 bluetooth:1 base:1	||	As has been the Acura custom, the RL sedan is well-equipped, with a minimum number of option packages offered. Standard fare includes the new engine and SH-AWD system, a Bose Surround Sound audio system, Bluetooth phone connectivity, and a GPS-based solar-sensing climate-control system. The Technology Package adds a GPS navigation system with rearview camera, AcuraLink real-time traffic and weather information, active front lighting, and interior upgrades. Above that is the Technology Package With CMBS, which adds the aforementioned CMBS braking-safety system, adaptive cruise control, and real wood interior trim.	##false@@false$$		||	ORGANIZATION: Bluetooth; Technology Package; CMBS; 	NOUN: Acura custom; RL sedan; number; option packages; Standard fare; engine; SH-AWD system; Bose Surround Sound; system; Bluetooth phone connectivity; system; Technology Package; GPS navigation system; rearview camera; AcuraLink; traffic; weather information; front lighting; upgrades; Technology Package; CMBS; CMBS; system; cruise control; wood; 	||	##true@@false$$	||	##false@@false$$
2116344913 9 4----Interior----#text.P.DIV.DIV.DIV.DIV.BODY.HTML.#document	equip:1 rl:1 quick:1 fulli:1 quiet:1 past:1 technolog:1 tech:1 cmb:1 de:1 sedan:1 packag:1 comfort:1 luxuri:1 happen:1 spent:1 tour:1 forc:1 week:1	||	And it was the fully-equipped RL with Technology Package With CMBS with which I spent the past week. It's a high-tech tour de force that just happens to also be a comfortable, quiet, and quick luxury sedan.	##false@@false$$		||	NOUN: RL; Technology Package; CMBS; week; tour; force; luxury sedan; 	||	##true@@false$$	||	##false@@false$$
2116344913 9 5----Exterior----#text.P.DIV.DIV.DIV.DIV.BODY.HTML.#document	discreet:1 model:1 appear:1 hate:1 instantli:1 weight:2 grill:2 rl:1 chrome:1 distribut:1 airflow:1 acura:1 amount:1 love:1 basic:1 aluminum:1 impli:1 care:1 power:1 effici:1 luxuri:1 head:1 bolder:1 light:1 hood:2 plenum:1 speed:1 drag:1 shape:1 stabil:1 tail:1 much:1 recogniz:1 huge:1 bit:1 bodi:1 underbodi:1 alumin:1 eleg:1 attent:1 lift:1 improv:2 reduc:2	||	APPEARANCE:	##true@@false$$	While the 2009 Acura RL has the same basic shape as the 2008 model, the new grille, hood, and lights -- both head and tail -- are much bolder. Love it or hate it, the huge aluminized "power plenum" grille is instantly recognizable. The aluminum hood reduces weight and improves weight distribution a bit, and careful attention to underbody and through-body airflow reduces both drag, for improved efficiency, and lift, for stability at speed. Discreet amounts of chrome imply luxury elegance.	##false@@false$$		||	ORGANIZATION: Acura RL; 	DATE: 2009; 2008; 	NOUN: APPEARANCE; Acura RL; shape; model; grille; hood; lights; head; tail; Love; power plenum; grille; aluminum hood; weight; weight distribution; bit; attention; underbody; through-body airflow; drag; efficiency; lift; stability; speed; amounts; chrome; luxury elegance; 	||	##true@@false$$	||	##false@@false$$
2116344913 9 6----Verdict----#text.P.DIV.DIV.DIV.DIV.BODY.HTML.#document	need:1 passthrough:1 bright:1 xm:1 temperatur:1 nois:2 sensor:1 center:1 time:1 fm:1 seat:2 ipod:1 frequenc:1 weather:1 smartphon:1 smile:1 luxuri:2 arthur:1 cool:1 unlock:1 compens:1 remov:1 perfor:1 pocket:1 system:4 traffic:1 packag:2 start:1 low:1 posit:1 gp:1 port:1 cabin:2 wheel:2 usb:1 road:1 aid:1 space:1 hart:1 surround:1 goodby:1 electron:1 adjust:2 conveni:1 note:1 auxiliari:1 ventil:1 tilt:1 messag:2 speaker:1 dvd:1 us:1 receiv:1 front:1 solar:1 technolog:2 voic:1 welcom:1 bluetooth:1 fob:1 dash:1 led:1 larg:1 comfort:2 interfac:1 radio:1 mid:2 insert:1 telescop:1 clark:1 integr:1 simpl:1 possibl:1 drivetrain:1 cancel:1 acura:1 abil:1 heat:2 kei:1 backlit:1 level:1 power:2 sens:1 light:1 leather:1 ski:1 control:2 think:1 white:1 class:1 dai:1 anc:1 much:1 inform:1 trunk:1 sedan:1 sound:2 leav:1 cd:1 car:2 jack:1 connect:1 rl:2 fare:1 add:1 activ:3 navig:1 notch:1 real:1 mean:1 driver:1 pretti:1 top:2 calendar:1 standard:1 audio:2 entri:1 lock:1 rear:1 instrument:2 storag:1 around:1 climat:1 take:1 steer:1 cluster:1 improv:1 reduc:1 spaciou:1 asymmetr:1 smart:1	||	COMFORT:	##true@@false$$	Get in, and you'll receive a "Welcome" message on the message center in the instrument cluster. When you leave, the car will say "Goodbye". Smart Entry means never needing to insert a key into the dash to start the car, or remove the fob from your pocket to lock or unlock. Standard fare in the mid-luxury class these days, but in the top-level RL Acura adds pretty much all possible cabin electronics, with a well-integrated, simple to use interface. With Bluetooth connectivity, think of the Technology Package RL as a smartphone with four wheels. It has voice-activated navigation, real-time weather and traffic information, a 10-speaker surround-sound audio system with AM/FM/XM radio, 6 CD or DVD-Audio, an auxiliary jack and USB port (for iPods), calendar, and note-taking ability. It's also a top-notch mid-luxury sedan, with very comfortable perforated leather power front seats ( heated and cooled with the Technology Package) and a more spacious rear seat. Bright backlit LED instruments aid the driver, as does a tilt and telescope power-adjustable steering wheel. Light and GPS sensors in the climate control system sense the sun's position and adjust temperature and ventilation to compensate for asymmetrical solar heat. The new Active Sound Control system improves on the old Active Noise Cancellation (ANC) system and now reduces high as well as low-frequency drivetrain and road noise. (Arthur C. Clarke is down at the White Hart smiling about this...) There are convenient storage spaces around the cabin, and a ski passthrough to the large trunk.	##false@@false$$		||	ORGANIZATION: RL Acura; Technology Package RL; Active Sound Control; ANC; 	PERSON: Arthur C. Clarke; 	NOUN: COMFORT; message; message center; instrument cluster; car; Goodbye; Smart Entry; dash; car; fob; pocket; Standard fare; class; days; RL Acura; cabin electronics; interface; Bluetooth connectivity; Technology Package RL; smartphone; wheels; navigation; weather; traffic information; audio system; AM\/FM\/XM radio; CD; DVD-Audio; jack; port; iPods; calendar; ability; sedan; leather power; seats; Technology Package; seat; LED instruments; driver; tilt; telescope; steering wheel; Light; GPS sensors; climate control system; sun; position; temperature; ventilation; heat; Sound Control system; Noise Cancellation; ANC; system; low-frequency drivetrain; road noise; Arthur C. Clarke; White Hart; storage spaces; cabin; ski passthrough; trunk; 	||	##true@@false$$	||	##false@@false$$
2116344913 9 7----Safety----#text.P.DIV.DIV.DIV.DIV.BODY.HTML.#document	tm:1 unibodi:1 vehicl:2 grill:1 radar:1 disc:1 close:1 sensor:1 seat:1 year:1 head:1 collis:1 control:2 monitor:1 cell:1 assist:1 avail:1 curtain:1 cmb:1 system:2 strong:1 advanc:1 comput:1 antilock:1 compat:1 warn:1 wheel:1 structur:2 engin:1 activ:1 protect:1 airbag:1 dual:1 sophist:1 passeng:2 side:2 restraint:1 deform:1 driver:1 initi:1 brake:3 mitig:1 safeti:2 standard:1 speed:1 rear:1 front:6 us:1 stabil:1 design:1	||	SAFETY:	##true@@false$$	The RL's "Advanced Compatibility Engineering(tm)" unibody structure is designed to protect passengers with controlled-deformation front and rear structures and a strong passenger safety cell. Front-seat active head restraints are new this year. Dual front, front side, and side-curtain airbags are standard, as are four-wheel antilock disc brakes and the Vehicle Stability Assist system. The Collision Mitigation Braking System (CMBS), which uses a radar sensor in the front grille and sophisticated computer control to monitor closing speeds to vehicles in front and warn the driver or even initiate braking, is available.	##false@@false$$		||	ORGANIZATION: RL; Collision Mitigation Braking System; 	NOUN: SAFETY; RL; Advanced Compatibility Engineering; tm; structure; passengers; controlled-deformation front; structures; passenger safety cell; Front-seat; head restraints; year; front; side; airbags; disc brakes; Vehicle Stability Assist system; Collision Mitigation Braking System; CMBS; radar sensor; grille; computer control; closing speeds; vehicles; front; driver; 	||	##true@@false$$	||	##false@@false$$
2116344913 9 8----Verdict----#text.P.DIV.DIV.DIV.DIV.BODY.HTML.#document	tm:1 decreas:1 distribut:1 electr:1 torqu:3 upgrad:1 independ:1 tendenc:1 aluminum:1 sportier:1 drive:1 power:1 bush:1 year:1 arm:1 unsprung:1 doubl:1 turn:1 control:1 respons:2 wishbon:1 rotat:1 multilink:1 quiet:1 resist:1 knuckl:1 subfram:1 anc:1 elimin:1 system:2 outsid:1 stiffer:1 split:1 bar:1 util:1 car:2 ride:1 result:1 weight:1 underst:1 wheel:3 optimum:1 give:1 spring:1 push:1 sprung:1 super:1 thank:1 damper:1 faster:1 side:2 corner:1 larger:1 rear:4 traction:1 fulli:1 front:3 tech:1 stabil:1 handl:2 suspens:1 comfort:2 steer:3 improv:1 reduc:2 enhanc:1	||	RIDE AND HANDLING:	##true@@false$$	The RL's fully-independent double-wishbone front, multilink rear suspension utilizes aluminum control arms, steering knuckles, and subframes to reduce both sprung and unsprung weight. For 2009 the electric power steering system has been upgraded, and stiffer springs, dampers, and bushings and a larger rear stabilizer bar give sportier response with no decrease in comfort. The "Super Handling All-Wheel Drive(tm)" system not only splits torque front-to-rear for optimum traction and torque steer elimination, it also distributes torque side-to-side for improved cornering. It's been enhanced this year to reduce understeer ("push", the tendency of a car to resist turning) by rotating the outside rear wheel faster than the front wheels. The result is a comfortable, responsive, and (thanks to ANC) quiet high-tech car.	##false@@false$$		||	ORGANIZATION: RL; ANC; 	DATE: 2009; 	NOUN: RL; front; suspension; aluminum control arms; knuckles; subframes; weight; power steering system; springs; dampers; bushings; stabilizer bar; response; decrease; comfort; Super Handling All-Wheel Drive; tm; system; torque front-to-rear; traction; torque; elimination; torque side-to-side; cornering; year; understeer; push; tendency; car; wheel; wheels; result; thanks; ANC; car; 	||	##true@@false$$	||	##false@@false$$
2116344913 9 9----DriveRide----#text.P.DIV.DIV.DIV.DIV.BODY.HTML.#document	lower:1 via:1 last:1 singl:1 variabl:1 normal:1 perfectli:1 shine:1 perform:1 torqu:4 time:2 overhead:1 gear:2 sohc:1 drive:1 rang:1 rpm:2 longer:1 copiou:1 import:1 ft:1 sequenti:1 control:3 liter:1 respons:1 smoothli:1 hold:1 number:2 logic:1 much:1 honda:1 sportshift:1 column:1 lift:1 economi:1 everydai:1 lb:1 match:1 low:2 car:1 increas:1 hp:2 weight:1 allow:1 peak:2 engin:2 vs:2 lighter:1 closer:1 automat:1 transmiss:2 mode:2 mai:1 paddl:1 fuel:1 grade:1 horsepow:1 driver:1 tell:1 cam:1 valv:2 fine:1 end:1 complet:1 usual:1 vtec:1 quicker:1 speed:1 sport:2 us:2 quickli:1 seem:1 manual:2 see:1 experi:1 inopportun:1 satisfi:1 steer:1 expens:1 exhaust:1 mid:1 intak:1 shift:4 keep:2	||	PERFORMANCE:	##true@@false$$	Numbers don't tell all. While the new RL's 3.7-liter V6 has more horsepower and torque than last year's 3.5 -- 300 hp at 6300 rpm vs 290 hp at 6200 and 271 lb-ft at 5000 rpm vs 256 at 5000 -- the increase may not seem to be all that much. More important than peak numbers is low- and mid-range torque, and it is there where the new engine shines. It's lighter in weight than the old 3.5, and sees the first use of Honda/Acura's VTEC variable valve timing and lift control on exhaust as well as the intake valves in a single overhead cam (SOHC) engine. It's matched to a five-speed automatic transmission with normal and sport modes, and Sequential SportShift manual shifting via paddles on the steering column. With the copious low-end torque, D is perfectly fine in everyday use, as the transmission shifts quickly and smoothly and Grade Logic Control keeps it from shifting at inopportune times. Sport mode holds gears longer, usually keeps the car in a gear lower than D and so closer to the torque peak for quicker response at the expense of fuel economy. Manual shifting allows the driver complete control, for a more satisfying driving experience.	##false@@false$$		||	ORGANIZATION: RL; Grade Logic Control; 	NOUN: PERFORMANCE; Numbers; RL; 3.7-liter V6; horsepower; torque; year; hp; rpm; hp; lb-ft; rpm; increase; numbers; torque; engine; weight; use; Honda\/Acura; VTEC; valve timing; lift control; exhaust; intake valves; overhead cam; SOHC; engine; transmission; sport modes; SportShift manual; paddles; column; torque; D; use; transmission; Grade Logic Control; times; Sport mode; gears; car; gear; D; torque peak; response; expense; fuel economy; driver; control; experience; 	||	##true@@false$$	||	##false@@false$$
2116344913 10 1----Others----#text.LI.UL.DIV.DIV.DIV.DIV.FORM.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	field:1 peopl:1 simpli:1 address:1 email:1 favorit:1 leav:1 type:1 websit:1 url:1 want:1 empti:1	||	If you don't want people to see your email address, simply type in the URL of your favorite website or leave the field empty.	##false@@false$$		||	NOUN: people; email address; type; URL; website; field; 	||	##true@@false$$	||	##false@@false$$
2116344913 10 2----Others----#text.LI.UL.DIV.DIV.DIV.DIV.FORM.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	dealer:1 car:1 feel:1 free:1 specif:1 name:1 state:1 brand:1 mention:2 citi:1	||	Do not mention specific car dealers by name. Feel free to mention your city, state and brand.	##false@@false$$		||	NOUN: car dealers; name; city; state; brand; 	||	##true@@false$$	||	##false@@false$$
2116344913 10 3----Others----#text.LI.UL.DIV.DIV.DIV.DIV.FORM.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	car:1 forum:1 can:1 purchas:1 meant:1 blog:2 fan:1 puls:1 process:1 peopl:1 time:1 help:1 market:1 reader:1 shopper:1 civil:1 enthusiast:1 fellow:1 bui:1 try:1 keep:1	||	Try to be civil to your fellow blog readers. This blog is not a fan or enthusiast forum, it is meant to help people during the car-buying process and during the time between purchases, so shoppers can keep a pulse on the market.	##false@@false$$		||	NOUN: fellow blog readers; blog; fan; enthusiast forum; people; process; time; purchases; shoppers; pulse; market; 	||	##true@@false$$	||	##false@@false$$
2116344913 10 4----Others----#text.LI.UL.DIV.DIV.DIV.DIV.FORM.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	topic:2 hear:1 stai:1 post:1 pleas:1 thought:1 opinion:1 blog:1 comment:1 want:1 specifi:1	||	Stay on topic. We want to hear your opinions and thoughts, but please only comment about the specified topic in the blog post.	##false@@false$$		||	NOUN: Stay; topic; opinions; thoughts; topic; blog post; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 1----Others----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	increas:1 canon:1 send:1 rl:1 tenni:1 renam:1 boi:1 almost:1 time:1 mullet:1 alwai:1 path:1 andr:1 rebel:1 decad:1 lesson:1 unknowingli:1 everyth:1 anonym:1 mr:1 camera:1 agassi:2 learn:1 us:1 bald:1 bad:1 imag:2 know:1 around:1 hawk:1 flagship:1 decid:1 sedan:1 legend:1 smug:1 eo:1 execut:1 ago:1 golden:1	||	Almost two decades ago, a golden-mulleted Andre Agassi (he wasn't always bald, you know) used his bad-boy tennis image to hawk Canon EOS Rebel cameras. "Image is everything," a smug Mr. Agassi said. This is a lesson Acura's executives should have learned, for around the same time, they decided to rename their flagship sedan from Legend to RL and (unknowingly) send it down a path of increasing anonymity.	##false@@false$$		||	ORGANIZATION: Canon EOS Rebel; Acura; 	PERSON: Andre Agassi; Mr. Agassi; 	NOUN: decades; Andre Agassi; tennis image; hawk Canon EOS Rebel cameras; Image; everything; Mr. Agassi; lesson Acura; executives; time; flagship sedan; Legend; RL; path; anonymity; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 2----Others----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	littl:1 person:1 pete:1 wheel:1 compet:1 gener:2 rl:2 tenni:1 acura:1 thank:1 mullet:1 deal:1 drive:2 buyer:1 mean:1 trick:1 luxuri:1 right:1 man:1 look:1 direct:1 agassi:1 sport:1 averag:1 came:1 imag:1 tech:1 sampra:1 system:1 great:1 skill:1 sedan:1 featur:1 wealth:1 actual:1 bland:1 dour:1 excit:1 step:1	||	While image actually has little to do with a tennis star's skills, it does mean a great deal for the average luxury sedan buyer. The first-generation Acura RL was competent but bland to look at and even less exciting to drive. The second-generation RL that came out for 2005 was a step in the right direction, thanks to a more sporting personality. But even with a trick all-wheel-drive system and wealth of high-tech features, it was still seen more as a dour Pete Sampras than a mullet-man Agassi.	##false@@false$$		||	ORGANIZATION: Acura RL; 	PERSON: Pete Sampras; Agassi; 	DATE: 2005; 	NOUN: image; tennis star; skills; deal; luxury sedan buyer; Acura RL; RL; step; direction; thanks; personality; trick; system; wealth; features; Pete Sampras; Agassi; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 3----Verdict----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	port:1 rl:1 engin:1 usb:1 freshen:1 activ:1 navig:1 acura:1 version:1 heavili:1 style:1 rerout:1 bose:1 respond:1 restraint:1 power:1 head:1 end:1 complet:1 includ:1 awd:1 audio:1 quicker:1 rear:1 recognit:1 capabl:1 excel:1 front:2 tune:1 voic:1 docket:1 suspens:1 system:3 traffic:1 revis:2 featur:1 improv:1 try:1	||	For 2009, Acura is trying again with a heavily revised version of the RL. On the docket is freshened styling, including completely new front and rear ends, a more powerful engine, revised suspension tuning, a quicker-responding AWD system and new features such as traffic rerouting for the navigation system, a USB port for the excellent Bose audio system, improved voice recognition capability and active front head restraints.	##false@@false$$		||	ORGANIZATION: Acura; RL; 	DATE: 2009; 	NOUN: Acura; version; RL; docket; styling; front; ends; engine; suspension tuning; AWD system; features; traffic; navigation system; port; Bose audio system; voice recognition capability; head restraints; 	||	##true@@false$$	||	##false@@false$$
2116344913 0 4----Verdict----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	send:1 via:1 grill:1 freshen:1 acura:1 hit:2 respond:1 drive:1 power:1 turn:1 control:1 liter:2 awd:1 bustl:1 done:1 meant:1 mark:1 tune:1 sh:1 tire:1 much:1 system:1 trunk:1 outsid:1 lot:1 match:1 car:2 cabin:1 can:1 wheel:3 bigger:1 slightli:1 rl:1 give:1 slicer:1 vs:1 automat:1 transmiss:1 push:1 super:1 staff:1 versu:1 style:1 latter:1 firmer:1 paddl:1 horsepow:1 bagel:1 look:1 inch:1 aggress:1 quicker:2 speed:1 larger:1 rear:1 come:1 offer:1 past:1 around:1 handl:2 suspens:1 manual:1 lid:1 mount:1 steer:1 incher:1 modifi:1 enhanc:1 previou:1 reflex:1 shift:1	||	The new styling, which Acura says is meant to give the car a more aggressive look, hasn't been much of a hit with our staff. But if you can get past the bagel-slicer grille and bustle-back trunk lid, the new RL has a lot to offer. The new, larger (3.7-liter vs. 3.5-liter) V6 now hits the 300-horsepower mark, and it comes matched to a quicker-responding five-speed automatic transmission with manual shift control, the latter done via steering-wheel-mounted paddles. Acura's Super-Handling All-Wheel-Drive (SH-AWD) system, which enhances handling by sending more power to the outside rear wheel to push the car around a turn, has also been modified for quicker reflexes. There's also a slightly freshened cabin, firmer suspension tuning and bigger tires (18-inch versus the previous 17-inchers).	##false@@false$$		||	ORGANIZATION: Acura; RL; 	NOUN: styling; Acura; car; look; staff; grille; bustle-back trunk lid; RL; lot; V6; mark; transmission; shift control; paddles; Acura; Super-Handling All-Wheel-Drive; SH-AWD; system; handling; power; wheel; car; turn; reflexes; cabin; suspension tuning; tires; 17-inchers; 	||	##true@@false$$	||	##false@@false$$
